Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-101312,2024-02-24,2024-02-28,C-095,Customer 095,Consumer,India,Delhi,Maharashtra,East,Technology,Machines,Machines Model 15,52199.25,7,0.1,11610.61
ORD-101313,2024-01-09,2024-01-14,C-208,Customer 208,Corporate,India,Bangalore,Tamil Nadu,East,Technology,Accessories,Accessories Model 23,5756.15,2,0.2,446.67
ORD-101314,2024-08-23,2024-08-30,C-065,Customer 065,Corporate,India,Mumbai,Telangana,West,Technology,Copiers,Copiers Model 23,39534.94,6,0.05,8034.7
ORD-101315,2024-03-17,2024-03-18,C-048,Customer 048,Home Office,India,Mumbai,Maharashtra,South,Furniture,Bookcases,Bookcases Model 20,26186.77,6,0.1,443.56
ORD-101316,2023-05-03,2023-05-09,C-032,Customer 032,Home Office,India,Chennai,Delhi,South,Furniture,Tables,Tables Model 4,14689.96,7,0.5,-6039.64
ORD-101317,2023-12-10,2023-12-11,C-081,Customer 081,Home Office,India,Hyderabad,Maharashtra,South,Technology,Accessories,Accessories Model 1,8989.51,1,0.3,-90.35
ORD-101318,2023-07-17,2023-07-21,C-253,Customer 253,Corporate,India,Chennai,Telangana,North,Office Supplies,Paper,Paper Model 8,3454.87,6,0.1,217.78
ORD-101319,2024-04-14,2024-04-17,C-021,Customer 021,Home Office,India,Delhi,Delhi,West,Furniture,Furnishings,Furnishings Model 19,30583.44,7,0.15,332.73
ORD-101320,2023-07-29,2023-08-01,C-214,Customer 214,Corporate,India,Mumbai,Delhi,South,Office Supplies,Art,Art Model 24,4386.9,4,0.2,-98.02
ORD-101321,2023-03-12,2023-03-18,C-112,Customer 112,Home Office,India,Delhi,Telangana,East,Technology,Machines,Machines Model 17,20964.66,3,0.05,3259.91
ORD-101322,2024-02-02,2024-02-08,C-236,Customer 236,Consumer,India,Mumbai,Maharashtra,South,Technology,Accessories,Accessories Model 1,28801.89,4,0.3,-677.83
ORD-101323,2023-10-01,2023-10-03,C-298,Customer 298,Consumer,India,Bangalore,Tamil Nadu,South,Office Supplies,Binders,Binders Model 13,7291.75,6,0.3,-484.03
ORD-101324,2023-05-29,2023-06-04,C-073,Customer 073,Home Office,India,Mumbai,Tamil Nadu,North,Furniture,Chairs,Chairs Model 12,7471.61,3,0.1,-306.56
ORD-101325,2024-06-26,2024-07-03,C-227,Customer 227,Home Office,India,Mumbai,Delhi,East,Technology,Accessories,Accessories Model 9,24738.02,4,0.1,4764.57
ORD-101326,2023-09-02,2023-09-05,C-116,Customer 116,Home Office,India,Bangalore,Karnataka,North,Office Supplies,Storage,Storage Model 9,4966.51,5,0.05,638.91
ORD-101327,2024-12-15,2024-12-16,C-015,Customer 015,Corporate,India,Mumbai,Telangana,West,Office Supplies,Paper,Paper Model 23,1891.24,5,0.1,244.71
ORD-101328,2024-12-14,2024-12-21,C-291,Customer 291,Corporate,India,Bangalore,Maharashtra,West,Furniture,Chairs,Chairs Model 4,9168.8,4,0.2,271.51
ORD-101329,2023-03-22,2023-03-28,C-210,Customer 210,Corporate,India,Hyderabad,Maharashtra,North,Office Supplies,Storage,Storage Model 7,1222.04,3,0.3,6.25
ORD-101330,2024-04-06,2024-04-13,C-043,Customer 043,Consumer,India,Delhi,Maharashtra,South,Office Supplies,Paper,Paper Model 9,2609.21,4,0.15,52.02
ORD-101331,2024-04-11,2024-04-17,C-260,Customer 260,Corporate,India,Hyderabad,Maharashtra,East,Technology,Machines,Machines Model 13,25528.65,4,0.5,-901.05
ORD-101332,2024-08-25,2024-08-28,C-029,Customer 029,Home Office,India,Delhi,Maharashtra,East,Technology,Machines,Machines Model 11,8439.49,1,0.15,1521.71
ORD-101333,2024-03-07,2024-03-09,C-134,Customer 134,Corporate,India,Delhi,Delhi,West,Furniture,Furnishings,Furnishings Model 15,24106.65,6,0.2,-846.48
ORD-101334,2024-02-02,2024-02-08,C-160,Customer 160,Home Office,India,Bangalore,Maharashtra,South,Furniture,Bookcases,Bookcases Model 21,15082.97,5,0.2,-102.61
ORD-101335,2024-06-06,2024-06-09,C-185,Customer 185,Corporate,India,Delhi,Tamil Nadu,South,Furniture,Tables,Tables Model 8,16489.29,6,0.3,-6058.25
ORD-101336,2024-06-15,2024-06-21,C-164,Customer 164,Home Office,India,Delhi,Tamil Nadu,South,Furniture,Chairs,Chairs Model 13,10082.25,7,0.2,-656.35
ORD-101337,2023-06-03,2023-06-05,C-271,Customer 271,Consumer,India,Bangalore,Tamil Nadu,West,Furniture,Chairs,Chairs Model 19,15004.86,5,0.4,-1866.56
ORD-101338,2024-01-10,2024-01-11,C-034,Customer 034,Corporate,India,Delhi,Tamil Nadu,West,Furniture,Chairs,Chairs Model 3,14846.05,7,0.05,1380.51
ORD-101339,2023-07-02,2023-07-08,C-199,Customer 199,Corporate,India,Mumbai,Tamil Nadu,South,Furniture,Tables,Tables Model 19,26100.46,6,0.5,-10876.91
ORD-101340,2023-05-26,2023-05-28,C-247,Customer 247,Corporate,India,Mumbai,Telangana,West,Furniture,Furnishings,Furnishings Model 23,5397.37,2,0.4,-921.33
ORD-101341,2024-05-18,2024-05-20,C-001,Customer 001,Home Office,India,Bangalore,Karnataka,North,Furniture,Bookcases,Bookcases Model 11,9697.04,3,0.15,234.15
ORD-101342,2024-10-15,2024-10-22,C-017,Customer 017,Consumer,India,Hyderabad,Tamil Nadu,North,Technology,Phones,Phones Model 24,15096.0,6,0.1,2224.93
ORD-101343,2024-10-25,2024-10-27,C-163,Customer 163,Consumer,India,Delhi,Telangana,East,Furniture,Bookcases,Bookcases Model 22,19775.34,5,0.3,-1332.98
ORD-101344,2024-05-31,2024-06-05,C-168,Customer 168,Home Office,India,Chennai,Delhi,South,Technology,Copiers,Copiers Model 5,21791.57,6,0.15,3259.56
ORD-101345,2023-10-18,2023-10-21,C-055,Customer 055,Corporate,India,Chennai,Delhi,North,Technology,Copiers,Copiers Model 10,12603.47,4,0.05,2023.2
ORD-101346,2023-04-09,2023-04-12,C-083,Customer 083,Corporate,India,Hyderabad,Telangana,West,Office Supplies,Art,Art Model 9,872.4,2,0.15,43.3
ORD-101347,2023-06-08,2023-06-13,C-019,Customer 019,Corporate,India,Bangalore,Maharashtra,South,Technology,Machines,Machines Model 20,36752.14,7,0.1,5217.83
ORD-101348,2024-06-02,2024-06-07,C-277,Customer 277,Corporate,India,Hyderabad,Tamil Nadu,East,Furniture,Furnishings,Furnishings Model 10,20804.71,7,0.15,695.69
ORD-101349,2024-07-14,2024-07-21,C-101,Customer 101,Consumer,India,Bangalore,Telangana,North,Office Supplies,Binders,Binders Model 1,3690.42,7,0.05,838.48
ORD-101350,2023-09-04,2023-09-07,C-014,Customer 014,Home Office,India,Bangalore,Maharashtra,West,Office Supplies,Binders,Binders Model 11,6273.6,7,0.05,958.72
ORD-101351,2023-02-10,2023-02-11,C-103,Customer 103,Home Office,India,Chennai,Telangana,West,Furniture,Tables,Tables Model 19,8880.64,7,0.3,-2409.47
ORD-101352,2023-04-25,2023-04-27,C-016,Customer 016,Corporate,India,Delhi,Telangana,South,Furniture,Furnishings,Furnishings Model 1,30767.58,7,0.15,-1749.72
ORD-101353,2024-10-04,2024-10-08,C-263,Customer 263,Home Office,India,Delhi,Tamil Nadu,East,Technology,Machines,Machines Model 7,25548.57,3,0.0,6911.47
ORD-101354,2023-11-01,2023-11-06,C-042,Customer 042,Home Office,India,Hyderabad,Delhi,East,Office Supplies,Art,Art Model 10,2649.76,6,0.0,400.37
ORD-101355,2024-05-12,2024-05-17,C-013,Customer 013,Home Office,India,Hyderabad,Telangana,South,Furniture,Bookcases,Bookcases Model 4,16614.78,4,0.2,-2651.35
ORD-101356,2024-10-08,2024-10-14,C-013,Customer 013,Home Office,India,Chennai,Telangana,South,Furniture,Bookcases,Bookcases Model 17,12812.23,3,0.3,-1351.29
ORD-101357,2024-11-07,2024-11-09,C-114,Customer 114,Consumer,India,Hyderabad,Telangana,North,Office Supplies,Binders,Binders Model 10,2558.67,6,0.15,-34.07
ORD-101358,2024-11-09,2024-11-11,C-006,Customer 006,Consumer,India,Chennai,Maharashtra,South,Office Supplies,Art,Art Model 18,5267.34,7,0.0,689.24
ORD-101359,2024-08-10,2024-08-12,C-207,Customer 207,Consumer,India,Mumbai,Tamil Nadu,East,Technology,Accessories,Accessories Model 16,14077.41,2,0.1,3420.7
ORD-101360,2024-05-21,2024-05-26,C-025,Customer 025,Corporate,India,Bangalore,Tamil Nadu,South,Office Supplies,Binders,Binders Model 11,4578.43,5,0.2,-20.06
ORD-101361,2023-03-27,2023-04-02,C-025,Customer 025,Consumer,India,Hyderabad,Tamil Nadu,South,Technology,Machines,Machines Model 16,12440.33,2,0.1,1724.99
ORD-101362,2023-05-25,2023-05-28,C-002,Customer 002,Corporate,India,Delhi,Karnataka,North,Office Supplies,Art,Art Model 11,6008.99,5,0.05,870.87
ORD-101363,2024-08-31,2024-09-02,C-010,Customer 010,Corporate,India,Chennai,Telangana,West,Technology,Machines,Machines Model 7,5553.2,1,0.2,599.3
ORD-101364,2023-08-13,2023-08-14,C-103,Customer 103,Home Office,India,Mumbai,Tamil Nadu,West,Furniture,Bookcases,Bookcases Model 21,22431.18,6,0.2,-365.87
ORD-101365,2023-02-06,2023-02-13,C-084,Customer 084,Consumer,India,Chennai,Karnataka,South,Technology,Phones,Phones Model 15,22190.12,7,0.4,-2816.16
ORD-101366,2024-10-27,2024-11-03,C-198,Customer 198,Home Office,India,Chennai,Delhi,East,Furniture,Furnishings,Furnishings Model 4,13191.13,3,0.15,157.62
ORD-101367,2024-09-26,2024-09-27,C-183,Customer 183,Consumer,India,Chennai,Delhi,East,Furniture,Bookcases,Bookcases Model 16,6688.9,3,0.0,805.07
ORD-101368,2023-06-02,2023-06-03,C-200,Customer 200,Consumer,India,Bangalore,Telangana,North,Furniture,Furnishings,Furnishings Model 8,6288.71,2,0.05,286.28
ORD-101369,2023-07-03,2023-07-10,C-108,Customer 108,Home Office,India,Delhi,Telangana,West,Technology,Copiers,Copiers Model 13,44820.76,7,0.3,4576.93
ORD-101370,2023-02-08,2023-02-11,C-009,Customer 009,Home Office,India,Hyderabad,Karnataka,South,Furniture,Chairs,Chairs Model 11,3891.43,1,0.15,-99.08
ORD-101371,2024-05-14,2024-05-15,C-026,Customer 026,Corporate,India,Hyderabad,Maharashtra,West,Furniture,Bookcases,Bookcases Model 4,26555.53,7,0.2,-512.7
ORD-101372,2023-06-23,2023-06-25,C-029,Customer 029,Home Office,India,Chennai,Karnataka,South,Technology,Copiers,Copiers Model 16,11303.24,2,0.05,1434.49
ORD-101373,2023-11-15,2023-11-16,C-004,Customer 004,Consumer,India,Mumbai,Maharashtra,South,Technology,Accessories,Accessories Model 16,38127.55,5,0.05,4064.89
ORD-101374,2024-10-21,2024-10-22,C-203,Customer 203,Consumer,India,Hyderabad,Delhi,East,Technology,Copiers,Copiers Model 15,13508.03,2,0.0,3472.76
ORD-101375,2024-11-27,2024-11-30,C-223,Customer 223,Corporate,India,Hyderabad,Telangana,West,Technology,Accessories,Accessories Model 24,56132.12,7,0.05,10876.26
ORD-101376,2024-08-11,2024-08-12,C-011,Customer 011,Corporate,India,Delhi,Karnataka,South,Office Supplies,Paper,Paper Model 5,2031.26,3,0.2,6.78
ORD-101377,2023-03-25,2023-03-30,C-184,Customer 184,Home Office,India,Delhi,Telangana,West,Technology,Accessories,Accessories Model 6,14900.74,2,0.15,1493.75
ORD-101378,2024-04-09,2024-04-15,C-026,Customer 026,Corporate,India,Chennai,Telangana,North,Technology,Copiers,Copiers Model 3,42871.94,7,0.05,9009.79
ORD-101379,2023-02-24,2023-02-27,C-217,Customer 217,Consumer,India,Delhi,Telangana,West,Technology,Phones,Phones Model 3,23812.75,3,0.3,2081.98
ORD-101380,2024-12-16,2024-12-19,C-254,Customer 254,Home Office,India,Mumbai,Delhi,North,Furniture,Bookcases,Bookcases Model 16,16706.41,7,0.05,1071.22
ORD-101381,2024-11-12,2024-11-17,C-238,Customer 238,Corporate,India,Bangalore,Maharashtra,North,Furniture,Bookcases,Bookcases Model 13,9716.33,6,0.05,559.36
ORD-101382,2024-06-02,2024-06-03,C-178,Customer 178,Corporate,India,Delhi,Tamil Nadu,East,Furniture,Furnishings,Furnishings Model 12,23229.51,7,0.3,-2155.04
ORD-101383,2023-03-17,2023-03-23,C-217,Customer 217,Consumer,India,Hyderabad,Maharashtra,East,Technology,Copiers,Copiers Model 5,49018.97,6,0.4,3839.63
ORD-101384,2023-11-29,2023-12-03,C-090,Customer 090,Home Office,India,Bangalore,Karnataka,West,Furniture,Bookcases,Bookcases Model 15,8814.12,2,0.15,-35.71
ORD-101385,2024-04-09,2024-04-11,C-006,Customer 006,Corporate,India,Hyderabad,Telangana,South,Furniture,Tables,Tables Model 2,9164.36,5,0.5,-4160.28
ORD-101386,2024-09-24,2024-09-26,C-291,Customer 291,Corporate,India,Hyderabad,Telangana,South,Furniture,Bookcases,Bookcases Model 22,25195.4,7,0.15,-995.06
ORD-101387,2024-07-03,2024-07-05,C-016,Customer 016,Corporate,India,Mumbai,Karnataka,East,Technology,Phones,Phones Model 18,6783.38,2,0.2,681.05
ORD-101388,2024-01-01,2024-01-07,C-233,Customer 233,Consumer,India,Hyderabad,Maharashtra,East,Technology,Accessories,Accessories Model 10,36248.31,6,0.4,1477.75
ORD-101389,2024-04-13,2024-04-14,C-140,Customer 140,Consumer,India,Mumbai,Tamil Nadu,South,Technology,Machines,Machines Model 22,24657.06,3,0.4,-846.13
ORD-101390,2024-02-08,2024-02-10,C-002,Customer 002,Consumer,India,Hyderabad,Karnataka,South,Office Supplies,Paper,Paper Model 19,1608.44,3,0.3,-112.19
ORD-101391,2024-07-22,2024-07-28,C-010,Customer 010,Corporate,India,Delhi,Tamil Nadu,South,Technology,Accessories,Accessories Model 15,18346.01,6,0.2,1069.36
ORD-101392,2024-09-13,2024-09-20,C-221,Customer 221,Corporate,India,Bangalore,Telangana,South,Furniture,Furnishings,Furnishings Model 14,2869.62,1,0.15,-166.21
ORD-101393,2023-11-30,2023-12-01,C-267,Customer 267,Corporate,India,Hyderabad,Telangana,South,Office Supplies,Storage,Storage Model 7,1097.73,1,0.15,67.2
ORD-101394,2023-01-05,2023-01-10,C-021,Customer 021,Consumer,India,Hyderabad,Tamil Nadu,South,Technology,Machines,Machines Model 15,15257.75,6,0.4,-810.82
ORD-101395,2023-07-09,2023-07-13,C-001,Customer 001,Home Office,India,Mumbai,Maharashtra,West,Office Supplies,Storage,Storage Model 22,21551.04,4,0.0,316.78
ORD-101396,2023-11-14,2023-11-21,C-110,Customer 110,Corporate,India,Bangalore,Maharashtra,North,Technology,Copiers,Copiers Model 11,5258.96,1,0.15,1018.65
ORD-101397,2023-04-10,2023-04-12,C-269,Customer 269,Consumer,India,Hyderabad,Telangana,South,Office Supplies,Paper,Paper Model 1,409.39,1,0.1,-0.89
ORD-101398,2023-04-10,2023-04-15,C-024,Customer 024,Corporate,India,Delhi,Tamil Nadu,North,Office Supplies,Binders,Binders Model 15,6161.54,6,0.2,202.54
ORD-101399,2024-03-22,2024-03-27,C-184,Customer 184,Consumer,India,Bangalore,Telangana,South,Furniture,Furnishings,Furnishings Model 4,6972.51,2,0.05,146.9
ORD-101400,2024-02-02,2024-02-09,C-208,Customer 208,Home Office,India,Bangalore,Telangana,South,Office Supplies,Binders,Binders Model 7,5704.17,5,0.15,-169.95
ORD-101401,2023-08-19,2023-08-22,C-277,Customer 277,Home Office,India,Hyderabad,Karnataka,North,Furniture,Bookcases,Bookcases Model 14,9155.87,6,0.0,1082.03
ORD-101402,2023-09-15,2023-09-17,C-147,Customer 147,Corporate,India,Bangalore,Karnataka,West,Office Supplies,Art,Art Model 22,5599.19,5,0.1,1018.0
ORD-101403,2024-10-03,2024-10-06,C-013,Customer 013,Corporate,India,Bangalore,Karnataka,North,Technology,Copiers,Copiers Model 11,14286.9,3,0.15,2337.16
ORD-101404,2023-10-18,2023-10-19,C-203,Customer 203,Corporate,India,Delhi,Tamil Nadu,East,Office Supplies,Paper,Paper Model 16,2762.9,5,0.2,-39.25
ORD-101405,2023-01-17,2023-01-21,C-141,Customer 141,Corporate,India,Delhi,Telangana,North,Technology,Phones,Phones Model 10,6867.41,1,0.1,1513.56
ORD-101406,2024-10-11,2024-10-12,C-006,Customer 006,Corporate,India,Bangalore,Maharashtra,North,Technology,Phones,Phones Model 1,23578.56,4,0.0,5318.9
ORD-101407,2023-03-08,2023-03-09,C-170,Customer 170,Consumer,India,Delhi,Karnataka,West,Office Supplies,Art,Art Model 19,1447.96,4,0.1,265.26
ORD-101408,2023-09-23,2023-09-25,C-033,Customer 033,Consumer,India,Delhi,Karnataka,East,Furniture,Tables,Tables Model 22,16049.63,7,0.3,-3276.07
ORD-101409,2023-04-18,2023-04-22,C-017,Customer 017,Home Office,India,Hyderabad,Delhi,East,Office Supplies,Binders,Binders Model 11,3231.01,3,0.5,-512.68
ORD-101410,2024-02-12,2024-02-19,C-246,Customer 246,Home Office,India,Mumbai,Tamil Nadu,South,Technology,Phones,Phones Model 19,12865.25,2,0.0,1731.86
ORD-101411,2024-10-01,2024-10-05,C-193,Customer 193,Home Office,India,Bangalore,Delhi,South,Technology,Machines,Machines Model 9,32048.87,4,0.4,-1164.8
ORD-101412,2023-08-07,2023-08-13,C-012,Customer 012,Home Office,India,Hyderabad,Tamil Nadu,North,Office Supplies,Art,Art Model 14,3997.65,6,0.0,692.47
ORD-101413,2023-08-26,2023-09-02,C-015,Customer 015,Home Office,India,Delhi,Tamil Nadu,South,Furniture,Tables,Tables Model 22,6989.9,4,0.4,-2634.94
ORD-101414,2024-09-07,2024-09-14,C-091,Customer 091,Home Office,India,Delhi,Telangana,South,Furniture,Furnishings,Furnishings Model 10,3708.38,1,0.15,-335.15
ORD-101415,2024-09-04,2024-09-06,C-077,Customer 077,Corporate,India,Bangalore,Telangana,West,Office Supplies,Paper,Paper Model 21,2047.87,4,0.05,395.99
ORD-101416,2024-08-15,2024-08-16,C-020,Customer 020,Consumer,India,Delhi,Karnataka,South,Technology,Accessories,Accessories Model 17,5825.02,1,0.15,566.72
ORD-101417,2024-11-09,2024-11-10,C-102,Customer 102,Home Office,India,Chennai,Maharashtra,West,Technology,Accessories,Accessories Model 20,24671.78,4,0.3,3608.95
ORD-101418,2024-01-28,2024-01-30,C-275,Customer 275,Home Office,India,Chennai,Tamil Nadu,West,Furniture,Chairs,Chairs Model 12,17309.58,6,0.15,-785.28
ORD-101419,2024-08-29,2024-09-03,C-015,Customer 015,Home Office,India,Hyderabad,Telangana,North,Furniture,Furnishings,Furnishings Model 16,15522.55,5,0.15,-814.89
ORD-101420,2024-07-01,2024-07-04,C-024,Customer 024,Corporate,India,Bangalore,Karnataka,South,Office Supplies,Paper,Paper Model 4,5520.51,5,0.0,440.71
ORD-101421,2024-02-06,2024-02-11,C-016,Customer 016,Consumer,India,Chennai,Karnataka,West,Office Supplies,Art,Art Model 6,6105.59,5,0.2,715.24
ORD-101422,2023-11-04,2023-11-09,C-073,Customer 073,Home Office,India,Chennai,Tamil Nadu,North,Technology,Accessories,Accessories Model 20,5494.16,1,0.05,1288.73
ORD-101423,2024-09-21,2024-09-24,C-063,Customer 063,Home Office,India,Delhi,Maharashtra,North,Technology,Machines,Machines Model 7,11700.74,4,0.4,-355.56
ORD-101424,2024-02-12,2024-02-18,C-066,Customer 066,Corporate,India,Mumbai,Telangana,South,Technology,Phones,Phones Model 17,14813.87,4,0.0,3071.84
ORD-101425,2024-05-01,2024-05-06,C-018,Customer 018,Corporate,India,Delhi,Telangana,East,Office Supplies,Storage,Storage Model 23,577.29,1,0.2,19.73
ORD-101426,2024-11-15,2024-11-22,C-007,Customer 007,Consumer,India,Mumbai,Tamil Nadu,North,Office Supplies,Paper,Paper Model 4,1900.36,3,0.4,-40.24
ORD-101427,2024-11-07,2024-11-09,C-026,Customer 026,Home Office,India,Mumbai,Maharashtra,South,Office Supplies,Art,Art Model 13,2767.1,3,0.0,179.6
ORD-101428,2024-04-25,2024-04-28,C-008,Customer 008,Consumer,India,Chennai,Karnataka,North,Office Supplies,Binders,Binders Model 21,1921.71,2,0.1,110.29
ORD-101429,2023-08-02,2023-08-05,C-027,Customer 027,Corporate,India,Chennai,Delhi,North,Furniture,Chairs,Chairs Model 12,15430.08,4,0.2,98.2
ORD-101430,2023-02-20,2023-02-23,C-029,Customer 029,Consumer,India,Chennai,Telangana,North,Furniture,Furnishings,Furnishings Model 21,6930.05,3,0.05,355.03
ORD-101431,2024-11-25,2024-11-28,C-029,Customer 029,Corporate,India,Hyderabad,Maharashtra,North,Furniture,Tables,Tables Model 21,9839.38,3,0.25,-2302.09
ORD-101432,2024-03-23,2024-03-28,C-021,Customer 021,Home Office,India,Mumbai,Telangana,North,Technology,Copiers,Copiers Model 14,4283.78,1,0.1,746.75
ORD-101433,2024-12-19,2024-12-22,C-001,Customer 001,Corporate,India,Hyderabad,Delhi,East,Furniture,Tables,Tables Model 16,12046.38,4,0.3,-2795.91
ORD-101434,2024-10-19,2024-10-24,C-068,Customer 068,Consumer,India,Hyderabad,Telangana,North,Office Supplies,Paper,Paper Model 21,4584.08,5,0.2,351.4
ORD-101435,2023-02-13,2023-02-15,C-025,Customer 025,Home Office,India,Hyderabad,Tamil Nadu,West,Technology,Accessories,Accessories Model 4,26478.13,6,0.15,3182.26
ORD-101436,2024-05-27,2024-05-29,C-261,Customer 261,Corporate,India,Mumbai,Tamil Nadu,North,Furniture,Chairs,Chairs Model 6,3784.84,2,0.0,236.34
ORD-101437,2023-09-10,2023-09-11,C-015,Customer 015,Consumer,India,Bangalore,Karnataka,South,Furniture,Tables,Tables Model 17,1337.79,1,0.3,-420.59
ORD-101438,2024-09-14,2024-09-21,C-262,Customer 262,Home Office,India,Mumbai,Tamil Nadu,West,Furniture,Furnishings,Furnishings Model 9,15511.14,4,0.0,1685.41
ORD-101439,2023-11-29,2023-11-30,C-007,Customer 007,Consumer,India,Delhi,Karnataka,East,Technology,Phones,Phones Model 22,21614.2,3,0.0,6657.36
ORD-101440,2024-12-06,2024-12-07,C-016,Customer 016,Consumer,India,Mumbai,Maharashtra,North,Furniture,Chairs,Chairs Model 16,5708.3,3,0.3,36.02
ORD-101441,2023-08-07,2023-08-10,C-202,Customer 202,Corporate,India,Delhi,Telangana,South,Technology,Machines,Machines Model 14,40660.0,5,0.1,2066.27
ORD-101442,2024-06-06,2024-06-11,C-087,Customer 087,Home Office,India,Chennai,Maharashtra,North,Office Supplies,Binders,Binders Model 24,1295.01,2,0.0,242.9
ORD-101443,2023-12-07,2023-12-14,C-009,Customer 009,Consumer,India,Bangalore,Maharashtra,West,Office Supplies,Art,Art Model 15,1767.81,5,0.15,50.31
ORD-101444,2024-12-05,2024-12-09,C-002,Customer 002,Consumer,India,Bangalore,Delhi,North,Office Supplies,Art,Art Model 3,3003.48,6,0.1,117.34
ORD-101445,2024-12-05,2024-12-12,C-128,Customer 128,Consumer,India,Bangalore,Delhi,East,Furniture,Chairs,Chairs Model 8,25487.85,7,0.0,2921.72
ORD-101446,2024-04-26,2024-05-03,C-232,Customer 232,Home Office,India,Hyderabad,Delhi,South,Technology,Accessories,Accessories Model 21,6938.27,1,0.3,199.71
ORD-101447,2024-04-21,2024-04-26,C-009,Customer 009,Consumer,India,Bangalore,Maharashtra,West,Technology,Accessories,Accessories Model 9,21907.99,3,0.05,5312.61
ORD-101448,2024-08-21,2024-08-22,C-255,,Consumer,India,Bangalore,Karnataka,West,Furniture,Tables,Tables Model 16,15677.92,5,0.25,-2372.63
ORD-101449,2023-08-10,2023-08-17,C-015,Customer 015,Corporate,India,Mumbai,Delhi,North,Technology,Copiers,Copiers Model 8,54941.79,7,0.05,12808.37
ORD-101450,2024-10-06,2024-10-08,C-019,Customer 019,Home Office,India,Bangalore,Tamil Nadu,East,Technology,Phones,Phones Model 17,14426.0,4,0.1,2312.73
ORD-101451,2024-08-20,2024-08-27,C-216,Customer 216,Consumer,India,Hyderabad,Delhi,North,Technology,Accessories,Accessories Model 5,31554.5,4,0.05,6741.55
ORD-101452,2024-09-25,2024-10-01,C-067,Customer 067,Consumer,India,Chennai,Telangana,South,Office Supplies,Binders,Binders Model 24,1148.36,3,0.2,-43.18
ORD-101453,2023-03-15,2023-03-22,C-279,Customer 279,Corporate,India,Chennai,Karnataka,South,Furniture,Chairs,Chairs Model 17,17398.28,4,0.15,-368.26
ORD-101454,2023-12-12,2023-12-19,C-013,Customer 013,Home Office,India,Bangalore,Tamil Nadu,South,Office Supplies,Art,Art Model 7,1775.26,3,0.05,128.21
ORD-101455,2024-03-17,2024-03-23,C-004,Customer 004,Home Office,India,Hyderabad,Maharashtra,South,Technology,Machines,Machines Model 2,16655.91,3,0.15,2060.58
ORD-101456,2023-04-03,2023-04-05,C-080,Customer 080,Consumer,India,Delhi,Tamil Nadu,North,Technology,Phones,Phones Model 5,7899.66,2,0.1,1286.36
ORD-101457,2024-04-11,2024-04-18,C-158,Customer 158,Home Office,India,Bangalore,Karnataka,North,Furniture,Furnishings,Furnishings Model 3,4695.57,3,0.05,39.73
ORD-101458,2024-10-07,2024-10-12,C-093,Customer 093,Consumer,India,Bangalore,Maharashtra,South,Office Supplies,Binders,Binders Model 23,1212.24,3,0.3,-72.43
ORD-101459,2024-09-23,2024-09-30,C-202,Customer 202,Corporate,India,Hyderabad,Delhi,North,Furniture,Tables,Tables Model 23,21799.77,5,0.5,-8134.72
ORD-101460,2024-03-09,2024-03-16,C-055,Customer 055,Home Office,India,Mumbai,Delhi,North,Furniture,Chairs,Chairs Model 4,17275.67,7,0.0,1618.51
ORD-101461,2024-05-07,2024-05-10,C-018,Customer 018,Consumer,India,Delhi,Karnataka,East,Technology,Machines,Machines Model 20,9979.91,3,0.15,1318.23
ORD-101462,2023-03-10,2023-03-17,C-135,Customer 135,Consumer,India,Hyderabad,Karnataka,West,Technology,Accessories,Accessories Model 2,52784.45,7,0.0,13162.81
ORD-101463,2023-10-07,2023-10-14,C-177,Customer 177,Corporate,India,Mumbai,Tamil Nadu,North,Office Supplies,Paper,Paper Model 18,4321.37,4,0.05,689.67
ORD-101464,2024-04-13,2024-04-18,C-238,Customer 238,Home Office,India,Mumbai,Karnataka,East,Office Supplies,Storage,Storage Model 17,6114.38,7,0.3,-310.24
ORD-101465,2024-01-05,2024-01-11,C-029,Customer 029,Corporate,India,Mumbai,Maharashtra,West,Technology,Phones,Phones Model 1,31346.23,4,0.2,3778.78
ORD-101466,2024-01-02,2024-01-05,C-025,Customer 025,Corporate,India,Mumbai,Delhi,East,Furniture,Furnishings,Furnishings Model 23,17884.21,4,0.0,1031.83
ORD-101467,2023-01-22,2023-01-27,C-003,Customer 003,Consumer,India,Hyderabad,Karnataka,West,Technology,Phones,Phones Model 13,15777.87,5,0.05,3395.09
ORD-101468,2023-01-26,2023-01-27,C-022,Customer 022,Home Office,India,Mumbai,Maharashtra,East,Office Supplies,Storage,Storage Model 15,4007.55,6,0.2,258.0
ORD-101469,2024-11-05,2024-11-09,C-065,Customer 065,Corporate,India,Bangalore,Telangana,South,Furniture,Bookcases,Bookcases Model 10,5881.94,2,0.05,-184.53
ORD-101470,2024-11-19,2024-11-21,C-210,Customer 210,Home Office,India,Mumbai,Delhi,East,Office Supplies,Binders,Binders Model 8,3239.48,6,0.05,397.3
ORD-101471,2024-07-13,2024-07-18,C-091,Customer 091,Corporate,India,Delhi,Maharashtra,South,Furniture,Bookcases,Bookcases Model 4,18130.37,5,0.05,209.34
ORD-101472,2023-06-26,2023-06-30,C-216,Customer 216,Consumer,India,Delhi,Maharashtra,East,Technology,Copiers,Copiers Model 10,5014.64,1,0.0,1090.05
